CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod
3709,45,Female,Month-to-month,40.5,2673,Yes,Fiber optic,66,Yes,Credit card
3710,40,Female,Month-to-month,23.29,1374.11,No,Fiber optic,59,Yes,Electronic check
3711,22,Male,One year,57.7,1904.1,Yes,DSL,33,No,Credit card
3712,24,Female,One year,46.39,2458.67,Yes,Fiber optic,53,No,Mailed check
3713,43,Male,One year,85.87,944.57,Yes,No,11,Yes,Bank transfer
3714,18,Female,Two year,63.2,1137.6,Yes,Fiber optic,18,Yes,Credit card
3715,52,Female,Month-to-month,86.97,2174.25,No,DSL,25,No,Mailed check
3716,38,Female,Month-to-month,54.81,1205.82,No,No,22,Yes,Mailed check
3717,78,Male,Month-to-month,41.72,1335.04,No,Fiber optic,32,Yes,Bank transfer
3718,67,Female,One year,44.58,,Yes,DSL,56,Yes,Electronic check
3719,37,Female,One year,136.57,3960.53,Yes,Fiber optic,29,No,Mailed check
3720,38,Female,Month-to-month,72.88,1603.36,No,DSL,22,Yes,Bank transfer
3721,51,Female,One year,18,630,Yes,DSL,35,No,Credit card
3722,60,Male,One year,46.79,1965.18,Yes,No,42,Yes,Electronic check
3723,20,Male,Two year,68.39,4445.35,No,Fiber optic,65,No,Electronic check
3724,18,Female,Month-to-month,129.59,6738.68,No,Fiber optic,52,Yes,Electronic check
3725,32,Female,One year,101,5959,Yes,No,59,No,Mailed check
3726,46,Female,Month-to-month,32.74,1178.64,No,Fiber optic,36,No,Mailed check
3727,45,Male,One year,149.64,8978.4,Yes,Fiber optic,60,No,Bank transfer
3728,52,Female,Two year,63.91,3323.32,No,No,52,No,Electronic check
3729,25,Female,Month-to-month,108.62,1194.82,No,Fiber optic,11,Yes,Electronic check
3730,18,Male,One year,24.57,835.38,No,DSL,34,No,Bank transfer
3731,50,Male,One year,18,1188,No,No,66,Yes,Credit card
3732,30,Male,Month-to-month,18,666,Yes,DSL,37,Yes,Electronic check
3733,18,Female,Month-to-month,18,414,Yes,DSL,23,Yes,Electronic check
3734,41,Male,Month-to-month,138.92,5417.88,No,DSL,39,Yes,Bank transfer
3735,49,Male,Two year,72.51,4640.64,No,Fiber optic,64,Yes,Bank transfer
3736,38,Female,Two year,32.64,1827.84,Yes,No,56,No,Mailed check
3737,34,Male,Month-to-month,80.84,5739.64,Yes,Fiber optic,71,Yes,Credit card
3738,38,Female,Month-to-month,71.63,3151.72,No,DSL,44,Yes,Mailed check
3739,35,Female,Month-to-month,86.73,6157.83,No,DSL,71,Yes,Mailed check
3740,23,Male,Month-to-month,107.33,1287.96,No,Fiber optic,12,Yes,Bank transfer
3741,31,Female,Month-to-month,54.85,274.25,No,DSL,5,Yes,Mailed check
3742,46,Male,Month-to-month,34.21,2394.7,Yes,Fiber optic,70,No,Credit card
3743,43,Male,Month-to-month,93.97,4322.62,No,Fiber optic,46,Yes,Electronic check
3744,42,Male,Month-to-month,93.08,,Yes,Fiber optic,43,No,Mailed check
3745,28,Female,Two year,68.53,2124.43,Yes,Fiber optic,31,Yes,Mailed check
3746,37,Male,Two year,141.21,282.42,Yes,DSL,2,No,Mailed check
3747,18,Female,One year,49.68,2633.04,Yes,Fiber optic,53,No,Credit card
3748,42,Female,Two year,33.5,1239.5,No,DSL,37,Yes,Credit card
3749,57,Female,Month-to-month,79.63,238.89,No,DSL,3,Yes,Credit card
3750,22,Male,Month-to-month,41.38,,Yes,Fiber optic,16,Yes,Bank transfer
3751,32,Female,Month-to-month,82.34,2964.24,No,DSL,36,No,Electronic check
3752,43,Female,One year,35.84,1254.4,Yes,DSL,35,No,Bank transfer
3753,55,Male,Two year,50.99,2906.43,No,DSL,57,No,Electronic check
3754,34,Male,One year,131.18,5247.2,Yes,Fiber optic,40,No,Mailed check
3755,31,Female,Two year,50.8,355.6,No,DSL,7,Yes,Credit card
3756,18,Female,One year,37.04,2444.64,Yes,DSL,66,No,Credit card
3757,41,Male,Month-to-month,105.97,,No,DSL,29,Yes,Credit card
3758,64,Female,Month-to-month,28.21,1438.71,Yes,Fiber optic,51,Yes,Mailed check
3759,43,Female,Month-to-month,40.75,978,No,Fiber optic,24,Yes,Electronic check
3760,39,Female,Month-to-month,85.18,4344.18,No,Fiber optic,51,Yes,Bank transfer
3761,43,Female,One year,97.84,5674.72,No,Fiber optic,58,No,Bank transfer
3762,39,Male,Month-to-month,107.72,3123.88,No,Fiber optic,29,Yes,Mailed check
3763,30,Female,Month-to-month,38.85,2564.1,No,No,66,Yes,Electronic check
3764,49,Male,Month-to-month,85.86,257.58,No,DSL,3,Yes,Credit card
3765,42,Female,Month-to-month,48.69,2726.64,No,Fiber optic,56,Yes,Electronic check
3766,40,Male,Month-to-month,43.8,2715.6,No,Fiber optic,62,Yes,Electronic check
3767,28,Female,Month-to-month,107.11,3320.41,Yes,Fiber optic,31,Yes,Credit card
3768,55,Male,Month-to-month,45.77,2288.5,Yes,Fiber optic,50,Yes,Electronic check
3769,47,Female,Two year,74.74,4633.88,Yes,No,62,Yes,Mailed check
3770,33,Male,Month-to-month,70.45,0,Yes,No,0,Yes,Bank transfer
3771,52,Female,One year,27.52,495.36,Yes,Fiber optic,18,No,Mailed check
3772,34,Female,Two year,98.81,3359.54,No,Fiber optic,34,No,Electronic check
3773,30,Male,Two year,84.61,5245.82,No,Fiber optic,62,Yes,Credit card
3774,30,Male,Two year,18,450,Yes,Fiber optic,25,No,Bank transfer
3775,18,Male,Month-to-month,74.71,896.52,No,No,12,Yes,Mailed check
3776,45,Male,Month-to-month,37.95,834.9,Yes,Fiber optic,22,Yes,Electronic check
3777,18,Male,Month-to-month,103.4,3515.6,No,DSL,34,Yes,Credit card
3778,25,Female,Month-to-month,18,198,No,Fiber optic,11,Yes,Mailed check
3779,18,Male,Two year,52.52,,Yes,Fiber optic,8,No,Electronic check
3780,38,Male,One year,77.67,5126.22,No,No,66,No,Credit card
3781,38,Female,Month-to-month,66.9,2876.7,No,No,43,No,Mailed check
3782,36,Male,Month-to-month,91.7,5502,Yes,No,60,Yes,Credit card
3783,27,Male,Month-to-month,18,360,No,Fiber optic,20,Yes,Mailed check
3784,25,Male,One year,122.82,736.92,No,DSL,6,No,Mailed check
3785,45,Female,One year,83.38,833.8,No,Fiber optic,10,No,Electronic check
3786,33,Male,Two year,112.59,4953.96,Yes,DSL,44,Yes,Bank transfer
3787,43,Female,Two year,95.6,,No,No,31,No,Bank transfer
3788,29,Female,Month-to-month,64.59,2260.65,No,Fiber optic,35,Yes,Credit card
3789,42,Male,Month-to-month,20.05,721.8,No,No,36,Yes,Credit card
3790,55,Female,Month-to-month,45.28,1811.2,No,DSL,40,Yes,Credit card
3791,47,Male,Month-to-month,120.63,,No,DSL,48,Yes,Credit card
3792,35,Male,Two year,113.49,1588.86,Yes,Fiber optic,14,No,Credit card
3793,43,Male,Month-to-month,43.31,519.72,Yes,DSL,12,No,Electronic check
3794,37,Male,One year,18,936,Yes,Fiber optic,52,Yes,Credit card
3795,40,Male,Month-to-month,57.56,1841.92,Yes,Fiber optic,32,Yes,Bank transfer
3796,36,Female,Month-to-month,54.93,3900.03,No,Fiber optic,71,Yes,Bank transfer
3797,38,Female,Month-to-month,56.26,1744.06,No,DSL,31,Yes,Mailed check
3798,42,Female,Month-to-month,83.5,3924.5,No,No,47,Yes,Mailed check
3799,28,Female,One year,95.67,6409.89,Yes,Fiber optic,67,Yes,Electronic check
3800,27,Male,Month-to-month,99.66,5580.96,Yes,No,56,Yes,Electronic check
3801,23,Male,One year,80.6,4916.6,Yes,DSL,61,No,Credit card
3802,20,Female,Two year,18,18,Yes,DSL,1,No,Mailed check
3803,25,Male,Month-to-month,53.06,795.9,Yes,No,15,Yes,Electronic check
3804,41,Female,One year,145.64,1019.48,No,DSL,7,Yes,Electronic check
3805,29,Female,Month-to-month,78.1,1405.8,No,Fiber optic,18,Yes,Bank transfer
3806,46,Female,One year,77.87,,No,No,31,Yes,Electronic check
3807,40,Female,One year,77.58,5120.28,No,Fiber optic,66,Yes,Electronic check
3808,18,Male,Two year,79.54,2465.74,Yes,DSL,31,Yes,Mailed check
3809,47,Male,Month-to-month,18,432,No,DSL,24,Yes,Credit card
3810,49,Female,Month-to-month,56.62,2944.24,Yes,Fiber optic,52,No,Credit card
3811,28,Female,Month-to-month,63.67,1528.08,No,Fiber optic,24,Yes,Electronic check
3812,45,Female,Month-to-month,109.85,3515.2,No,DSL,32,Yes,Mailed check
3813,29,Female,One year,66.67,2000.1,Yes,Fiber optic,30,No,Credit card
3814,41,Female,Two year,18,630,Yes,Fiber optic,35,No,Credit card
3815,24,Male,Month-to-month,80.05,3842.4,No,No,48,Yes,Electronic check
3816,18,Female,Month-to-month,36.87,1585.41,No,DSL,43,Yes,Credit card
3817,35,Female,Month-to-month,22.41,1053.27,No,Fiber optic,47,Yes,Credit card
3818,38,Male,Month-to-month,35.8,1038.2,No,No,29,Yes,Bank transfer
3819,35,Male,Month-to-month,83.99,1007.88,Yes,Fiber optic,12,No,Mailed check
3820,25,Male,Month-to-month,109.06,4580.52,No,Fiber optic,42,Yes,Electronic check
3821,35,Male,One year,81.9,1228.5,Yes,DSL,15,Yes,Electronic check
3822,43,Male,Month-to-month,87.12,2178,Yes,DSL,25,Yes,Bank transfer
3823,39,Male,Month-to-month,81.56,3751.76,No,Fiber optic,46,Yes,Electronic check
3824,42,Male,One year,68.55,2467.8,Yes,DSL,36,No,Bank transfer
3825,31,Male,Month-to-month,89.39,178.78,No,No,2,Yes,Mailed check
3826,54,Male,One year,18,450,Yes,No,25,Yes,Credit card
3827,25,Female,One year,68.89,964.46,Yes,DSL,14,Yes,Credit card
3828,45,Male,One year,28.43,1847.95,Yes,DSL,65,No,Mailed check
3829,54,Female,Month-to-month,105.7,2853.9,No,No,27,Yes,Electronic check
3830,45,Female,Month-to-month,59.85,2214.45,No,Fiber optic,37,Yes,Mailed check
3831,37,Female,Two year,66.08,2841.44,Yes,Fiber optic,43,Yes,Credit card
3832,33,Female,One year,18,936,Yes,Fiber optic,52,Yes,Bank transfer
3833,52,Female,Month-to-month,100.59,301.77,No,DSL,3,Yes,Bank transfer
3834,22,Female,Month-to-month,86.96,6174.16,Yes,No,71,No,Electronic check
3835,28,Female,Month-to-month,84.49,3633.07,No,Fiber optic,43,Yes,Credit card
3836,35,Female,Month-to-month,36.54,1644.3,No,DSL,45,No,Bank transfer
3837,54,Male,Month-to-month,37.92,948,Yes,DSL,25,No,Bank transfer
3838,44,Female,Month-to-month,72.83,873.96,No,No,12,Yes,Bank transfer
3839,28,Female,Month-to-month,40.69,2766.92,No,Fiber optic,68,Yes,Electronic check
3840,36,Female,One year,80.22,3449.46,Yes,DSL,43,No,Credit card
3841,32,Female,Month-to-month,18,936,No,DSL,52,Yes,Mailed check
3842,31,Male,One year,47.94,2397,No,DSL,50,Yes,Bank transfer
3843,51,Female,One year,127.89,1534.68,Yes,No,12,No,Mailed check
3844,23,Male,Month-to-month,80.38,3215.2,No,Fiber optic,40,Yes,Mailed check
3845,59,Male,One year,70.84,708.4,Yes,Fiber optic,10,Yes,Electronic check
3846,49,Female,One year,134.48,4841.28,Yes,No,36,No,Electronic check
3847,53,Female,Month-to-month,18,1062,Yes,Fiber optic,59,Yes,Mailed check
3848,34,Male,Month-to-month,36.46,1130.26,No,Fiber optic,31,Yes,Electronic check
3849,38,Female,Month-to-month,50.96,2242.24,No,No,44,No,Mailed check
3850,22,Female,Two year,95.04,1615.68,Yes,DSL,17,Yes,Bank transfer
3851,33,Male,One year,95.65,1817.35,Yes,No,19,Yes,Credit card
3852,45,Male,Month-to-month,34.69,1491.67,Yes,DSL,43,No,Mailed check
3853,55,Female,One year,99.93,3497.55,Yes,Fiber optic,35,Yes,Credit card
3854,26,Female,Month-to-month,50.88,3459.84,No,DSL,68,Yes,Mailed check
3855,35,Female,Month-to-month,107.41,3866.76,No,No,36,Yes,Bank transfer
3856,38,Male,One year,28.86,923.52,Yes,Fiber optic,32,No,Electronic check
3857,23,Female,Month-to-month,60.68,1092.24,No,DSL,18,Yes,Mailed check
3858,47,Male,Two year,47.84,2392,No,DSL,50,No,Electronic check
3859,31,Male,One year,101.96,3160.76,No,Fiber optic,31,No,Bank transfer
3860,37,Female,One year,46.7,980.7,Yes,Fiber optic,21,No,Credit card
3861,34,Male,Month-to-month,63.51,,No,Fiber optic,0,No,Mailed check
3862,30,Female,Two year,82.74,4385.22,No,No,53,No,Mailed check
3863,39,Female,Two year,84.08,1597.52,No,No,19,No,Credit card
3864,37,Male,Month-to-month,96.04,5474.28,No,Fiber optic,57,No,Mailed check
3865,35,Female,Month-to-month,72.39,2461.26,Yes,Fiber optic,34,Yes,Mailed check
3866,31,Male,Month-to-month,50.36,3474.84,No,DSL,69,Yes,Credit card
3867,43,Male,One year,52.76,3640.44,Yes,No,69,No,Electronic check
3868,59,Female,One year,65.9,3954,Yes,DSL,60,No,Electronic check
3869,41,Female,Month-to-month,73.74,4571.88,Yes,DSL,62,Yes,Credit card
3870,51,Female,Two year,59.85,3591,No,Fiber optic,60,Yes,Bank transfer
3871,23,Female,Month-to-month,65.67,3677.52,Yes,No,56,Yes,Credit card
3872,41,Male,One year,18,36,No,Fiber optic,2,No,Credit card
3873,26,Male,Month-to-month,88.36,3887.84,No,No,44,Yes,Electronic check
3874,22,Male,Month-to-month,71.34,998.76,No,DSL,14,Yes,Mailed check
3875,31,Female,Month-to-month,100.07,1601.12,No,Fiber optic,16,Yes,Bank transfer
3876,54,Male,Month-to-month,65.01,910.14,No,DSL,14,Yes,Mailed check
3877,51,Male,One year,18,72,No,Fiber optic,4,Yes,Mailed check
3878,42,Female,Month-to-month,52.45,2360.25,No,Fiber optic,45,Yes,Bank transfer
3879,21,Female,Month-to-month,58,580,No,Fiber optic,10,Yes,Credit card
3880,37,Female,Month-to-month,91,5733,Yes,DSL,63,Yes,Credit card
3881,43,Male,Month-to-month,18,,Yes,Fiber optic,13,Yes,Mailed check
3882,42,Female,One year,66.44,,Yes,DSL,38,No,Mailed check
3883,18,Male,One year,82.98,,Yes,DSL,66,No,Bank transfer
3884,29,Male,Month-to-month,41.85,2259.9,No,DSL,54,Yes,Electronic check
3885,39,Male,Month-to-month,67.61,2772.01,No,DSL,41,No,Bank transfer
3886,46,Male,Month-to-month,43.05,172.2,No,DSL,4,Yes,Bank transfer
3887,18,Male,Two year,39.46,2012.46,Yes,DSL,51,Yes,Bank transfer
3888,38,Female,Two year,50.71,1064.91,No,DSL,21,Yes,Electronic check
3889,41,Male,One year,40.13,1725.59,No,Fiber optic,43,No,Credit card
3890,50,Female,Two year,88.93,5157.94,No,Fiber optic,58,No,Bank transfer
3891,48,Male,Two year,39.28,942.72,Yes,No,24,Yes,Electronic check
3892,46,Male,Two year,33.4,668,Yes,Fiber optic,20,No,Mailed check
3893,30,Female,Month-to-month,126.88,7993.44,No,DSL,63,No,Bank transfer
3894,18,Male,Month-to-month,98.63,6608.21,No,Fiber optic,67,Yes,Mailed check
3895,35,Male,Month-to-month,18,828,No,DSL,46,Yes,Mailed check
3896,52,Female,Month-to-month,38.23,1299.82,No,Fiber optic,34,Yes,Electronic check
3897,56,Female,One year,73.49,440.94,Yes,DSL,6,No,Mailed check
3898,48,Male,Month-to-month,76.33,4198.15,No,Fiber optic,55,Yes,Mailed check
3899,45,Male,Month-to-month,18,918,No,Fiber optic,51,Yes,Bank transfer
3900,44,Male,Month-to-month,105.55,4749.75,No,No,45,No,Mailed check
3901,33,Female,Month-to-month,93.88,,No,DSL,8,Yes,Bank transfer
3902,38,Male,Month-to-month,81.87,4666.59,Yes,No,57,Yes,Mailed check
3903,60,Female,Two year,112.49,2474.78,No,Fiber optic,22,Yes,Credit card
3904,28,Female,One year,80.83,161.66,Yes,No,2,No,Credit card
3905,59,Male,One year,80.7,4842,Yes,Fiber optic,60,No,Electronic check
3906,36,Female,Month-to-month,119.52,956.16,No,Fiber optic,8,Yes,Mailed check
3907,55,Male,Month-to-month,103.54,5384.08,Yes,Fiber optic,52,Yes,Electronic check
3908,23,Male,Month-to-month,35.55,2381.85,Yes,No,67,Yes,Bank transfer
3909,47,Female,Two year,87.16,4183.68,No,Fiber optic,48,No,Bank transfer
3910,31,Female,Month-to-month,41.75,2880.75,No,Fiber optic,69,Yes,Mailed check
3911,23,Female,Month-to-month,82.65,3884.55,Yes,Fiber optic,47,Yes,Mailed check
3912,42,Female,One year,81.68,490.08,Yes,Fiber optic,6,No,Credit card
3913,52,Female,Month-to-month,18,540,Yes,No,30,Yes,Bank transfer
3914,29,Female,Month-to-month,60.74,3340.7,No,DSL,55,Yes,Bank transfer
3915,22,Male,Month-to-month,74.28,4456.8,Yes,DSL,60,Yes,Bank transfer
3916,38,Male,Month-to-month,49.73,,No,Fiber optic,4,Yes,Electronic check
3917,38,Male,Month-to-month,76.01,2204.29,Yes,Fiber optic,29,Yes,Mailed check
3918,46,Female,Month-to-month,93.21,1957.41,No,DSL,21,No,Bank transfer
3919,51,Female,One year,63.93,1022.88,Yes,Fiber optic,16,No,Bank transfer
3920,39,Female,Two year,72.86,655.74,No,Fiber optic,9,No,Mailed check
3921,62,Male,Month-to-month,113.42,,No,DSL,70,Yes,Mailed check
3922,42,Male,Two year,81.56,5464.52,Yes,Fiber optic,67,No,Electronic check
3923,35,Female,Month-to-month,72.03,,No,No,41,Yes,Credit card
3924,20,Female,Month-to-month,31.47,818.22,No,Fiber optic,26,Yes,Bank transfer
3925,36,Female,Month-to-month,88.49,530.94,No,Fiber optic,6,Yes,Credit card
3926,35,Female,One year,76.56,1684.32,Yes,DSL,22,No,Mailed check
3927,51,Male,Month-to-month,109.93,769.51,No,No,7,Yes,Credit card
3928,45,Male,One year,66.64,466.48,Yes,Fiber optic,7,No,Electronic check
3929,25,Male,One year,18,72,No,Fiber optic,4,Yes,Credit card
3930,42,Female,Month-to-month,18,1260,Yes,DSL,70,Yes,Bank transfer
3931,48,Male,One year,90.75,90.75,Yes,Fiber optic,1,No,Electronic check
3932,58,Female,Two year,45.04,2252,Yes,Fiber optic,50,No,Mailed check
3933,50,Female,Month-to-month,80.29,5218.85,Yes,No,65,No,Electronic check
3934,49,Female,Month-to-month,69,759,No,DSL,11,Yes,Bank transfer
3935,40,Male,One year,59.16,2721.36,No,DSL,46,No,Mailed check
3936,44,Male,One year,61.63,3328.02,Yes,DSL,54,Yes,Credit card
3937,54,Female,Month-to-month,34.71,867.75,Yes,Fiber optic,25,Yes,Bank transfer
3938,24,Male,Month-to-month,64.45,2835.8,No,DSL,44,Yes,Electronic check
3939,35,Female,Month-to-month,44.54,2716.94,No,No,61,Yes,Electronic check
3940,30,Female,Month-to-month,51.97,3585.93,No,DSL,69,No,Electronic check
3941,44,Female,Month-to-month,53.67,53.67,No,Fiber optic,1,No,Mailed check
3942,54,Male,Two year,57.07,1426.75,Yes,Fiber optic,25,Yes,Electronic check
3943,32,Male,One year,97.28,1264.64,Yes,Fiber optic,13,No,Mailed check
3944,18,Female,Month-to-month,60.46,3385.76,Yes,No,56,Yes,Electronic check
3945,35,Male,One year,100.83,3125.73,Yes,Fiber optic,31,Yes,Electronic check
3946,50,Male,Two year,118.82,7248.02,Yes,DSL,61,No,Mailed check
3947,46,Male,Month-to-month,94.92,2752.68,Yes,DSL,29,Yes,Mailed check
3948,45,Male,Month-to-month,83.71,1004.52,No,No,12,Yes,Mailed check
3949,36,Female,Month-to-month,76.44,2981.16,No,No,39,No,Bank transfer
3950,24,Male,One year,95.29,2858.7,Yes,DSL,30,Yes,Credit card
3951,46,Female,Month-to-month,68.13,2452.68,No,Fiber optic,36,Yes,Electronic check
3952,29,Female,Two year,99.46,4376.24,No,Fiber optic,44,No,Bank transfer
3953,66,Male,Month-to-month,86.49,5016.42,Yes,Fiber optic,58,No,Credit card
3954,46,Female,Month-to-month,52.41,1415.07,No,No,27,Yes,Electronic check
3955,33,Female,Month-to-month,96.35,5781,No,DSL,60,Yes,Electronic check
3956,32,Male,Month-to-month,68.2,1227.6,No,Fiber optic,18,Yes,Electronic check
3957,38,Female,One year,61.29,2574.18,No,Fiber optic,42,No,Credit card
3958,37,Female,Two year,48.33,2803.14,Yes,Fiber optic,58,No,Electronic check
3959,53,Male,Month-to-month,70.81,1062.15,Yes,Fiber optic,15,Yes,Bank transfer
3960,42,Male,Two year,99.88,6791.84,Yes,Fiber optic,68,Yes,Electronic check
3961,31,Male,Two year,96.11,4132.73,Yes,DSL,43,No,Bank transfer
3962,62,Male,Month-to-month,77.37,5029.05,Yes,Fiber optic,65,Yes,Mailed check
3963,40,Male,One year,85.99,773.91,No,Fiber optic,9,No,Credit card
3964,49,Female,Month-to-month,109.51,5037.46,No,DSL,46,Yes,Bank transfer
3965,32,Female,Month-to-month,59.75,1075.5,No,DSL,18,Yes,Electronic check
3966,44,Male,Month-to-month,25.96,1298,Yes,Fiber optic,50,Yes,Bank transfer
3967,43,Male,One year,110.54,1326.48,Yes,DSL,12,No,Bank transfer
3968,18,Female,Month-to-month,46.46,2880.52,No,Fiber optic,62,No,Mailed check
3969,64,Male,Two year,40.84,612.6,No,No,15,Yes,Credit card
3970,55,Male,Two year,18,936,Yes,DSL,52,No,Mailed check
3971,35,Female,Month-to-month,84.99,2889.66,No,Fiber optic,34,No,Credit card
3972,26,Female,Month-to-month,18,1044,Yes,Fiber optic,58,Yes,Mailed check
3973,44,Female,Month-to-month,38.74,1472.12,No,Fiber optic,38,Yes,Credit card
3974,41,Male,Month-to-month,85.59,5648.94,No,DSL,66,Yes,Electronic check
3975,44,Female,Month-to-month,90.27,5416.2,No,No,60,Yes,Bank transfer
3976,42,Male,Month-to-month,42.19,2067.31,No,Fiber optic,49,No,Bank transfer
3977,46,Female,Month-to-month,60.3,3135.6,No,DSL,52,Yes,Mailed check
3978,57,Male,Month-to-month,34.46,,No,Fiber optic,45,Yes,Electronic check
3979,46,Male,Month-to-month,45.81,2336.31,Yes,Fiber optic,51,No,Electronic check
3980,27,Male,Month-to-month,74.32,,No,No,28,Yes,Electronic check
3981,56,Female,One year,47.44,189.76,Yes,No,4,No,Mailed check
3982,59,Female,Two year,56.45,3725.7,Yes,DSL,66,Yes,Credit card
3983,77,Female,Month-to-month,18,702,No,Fiber optic,39,Yes,Electronic check
3984,26,Male,Month-to-month,104.65,,No,No,71,No,Electronic check
3985,42,Female,Month-to-month,82.85,82.85,No,Fiber optic,1,Yes,Credit card
3986,18,Female,Month-to-month,92.75,6214.25,Yes,Fiber optic,67,Yes,Credit card
3987,46,Male,Month-to-month,110.16,,Yes,Fiber optic,61,No,Electronic check
3988,33,Male,One year,36.12,2058.84,Yes,DSL,57,Yes,Mailed check
3989,63,Female,Two year,52.46,3567.28,No,Fiber optic,68,Yes,Mailed check
3990,30,Female,Month-to-month,18,1026,No,No,57,Yes,Bank transfer
3991,19,Female,One year,150,5100,No,DSL,34,No,Bank transfer
3992,34,Male,Month-to-month,59.76,776.88,No,Fiber optic,13,No,Bank transfer
3993,18,Female,Month-to-month,101.36,1419.04,No,No,14,Yes,Mailed check
3994,49,Male,Month-to-month,21.66,108.3,Yes,DSL,5,Yes,Bank transfer
3995,18,Male,Month-to-month,99.87,1498.05,Yes,Fiber optic,15,Yes,Electronic check
3996,40,Female,Month-to-month,130.02,5850.9,No,Fiber optic,45,Yes,Mailed check
3997,18,Female,Month-to-month,62.89,3899.18,No,DSL,62,Yes,Mailed check
3998,36,Male,Month-to-month,29.62,325.82,No,DSL,11,Yes,Bank transfer
3999,59,Male,Month-to-month,60.14,2405.6,No,DSL,40,Yes,Electronic check
4000,44,Female,One year,18,324,Yes,Fiber optic,18,No,Electronic check
4001,29,Female,Two year,63.67,63.67,Yes,DSL,1,No,Mailed check
4002,39,Female,Month-to-month,93.73,,Yes,Fiber optic,19,Yes,Mailed check
4003,40,Male,Month-to-month,63.75,510,No,DSL,8,Yes,Bank transfer
4004,45,Male,Month-to-month,55.06,1101.2,No,DSL,20,No,Electronic check
4005,23,Female,Two year,83.46,584.22,Yes,No,7,No,Mailed check
4006,47,Male,Month-to-month,86.14,3273.32,No,DSL,38,Yes,Credit card
4007,18,Male,Month-to-month,18,648,Yes,Fiber optic,36,Yes,Electronic check
4008,32,Female,Month-to-month,68.11,1907.08,Yes,DSL,28,Yes,Credit card
4009,34,Male,Month-to-month,150,5100,No,DSL,34,Yes,Mailed check
4010,47,Female,Month-to-month,18.27,675.99,No,Fiber optic,37,Yes,Bank transfer
4011,40,Female,Two year,62.01,2108.34,No,Fiber optic,34,No,Mailed check
4012,23,Male,Two year,132.96,,No,Fiber optic,67,No,Mailed check
4013,28,Male,Month-to-month,103.65,207.3,Yes,Fiber optic,2,Yes,Credit card
4014,42,Female,Month-to-month,47.03,517.33,No,DSL,11,Yes,Mailed check
4015,39,Male,Month-to-month,72.21,2238.51,No,DSL,31,Yes,Bank transfer
4016,33,Female,Month-to-month,64.93,,No,Fiber optic,46,Yes,Credit card
4017,34,Male,Two year,38.82,2406.84,No,Fiber optic,62,No,Credit card
4018,48,Male,Month-to-month,62.4,1560,No,Fiber optic,25,Yes,Bank transfer
4019,33,Male,Month-to-month,55.2,2318.4,No,DSL,42,No,Credit card
4020,38,Female,Month-to-month,68.95,2964.85,No,DSL,43,Yes,Bank transfer
4021,66,Male,Two year,38.81,1435.97,Yes,No,37,No,Credit card
4022,22,Female,One year,20.32,568.96,Yes,DSL,28,No,Mailed check
4023,18,Female,Month-to-month,63.56,3432.24,Yes,Fiber optic,54,Yes,Mailed check
4024,49,Female,Month-to-month,125.03,6376.53,No,DSL,51,Yes,Electronic check
4025,31,Male,Month-to-month,67.88,1221.84,No,No,18,Yes,Credit card
4026,36,Female,Two year,53.39,1815.26,Yes,No,34,No,Bank transfer
4027,30,Female,Month-to-month,91.39,4295.33,No,Fiber optic,47,Yes,Bank transfer
4028,36,Male,Month-to-month,59.46,3508.14,No,Fiber optic,59,Yes,Credit card
4029,59,Female,Month-to-month,130.38,3911.4,No,No,30,No,Mailed check
4030,49,Female,One year,64.86,129.72,Yes,Fiber optic,2,No,Bank transfer
4031,50,Male,Month-to-month,89.52,3043.68,Yes,No,34,Yes,Electronic check
4032,23,Female,Month-to-month,38.59,,No,Fiber optic,51,Yes,Bank transfer
4033,26,Male,Month-to-month,82.61,5782.7,No,DSL,70,Yes,Bank transfer
4034,18,Female,One year,74.63,3731.5,Yes,No,50,No,Bank transfer
4035,30,Female,One year,63.02,3466.1,No,Fiber optic,55,No,Electronic check
4036,51,Male,Two year,47.44,948.8,Yes,Fiber optic,20,No,Electronic check
4037,46,Female,Month-to-month,42.67,0,Yes,No,0,No,Bank transfer
4038,37,Female,Month-to-month,74.88,3893.76,No,No,52,No,Electronic check
4039,39,Female,Two year,87.01,435.05,Yes,DSL,5,No,Mailed check
4040,31,Male,Month-to-month,60.55,3693.55,No,Fiber optic,61,No,Bank transfer
4041,42,Male,One year,75.05,3452.3,Yes,Fiber optic,46,No,Electronic check
4042,49,Male,One year,63.67,3119.83,No,Fiber optic,49,Yes,Electronic check
4043,20,Male,Month-to-month,68.45,2053.5,No,DSL,30,Yes,Electronic check
4044,43,Male,Month-to-month,57.98,3652.74,Yes,DSL,63,Yes,Mailed check
4045,51,Female,One year,65.63,1837.64,No,DSL,28,No,Electronic check
4046,35,Male,Two year,150,2100,Yes,DSL,14,Yes,Credit card
4047,48,Male,Month-to-month,75.91,4326.87,No,DSL,57,Yes,Credit card
4048,73,Male,Month-to-month,87.59,1926.98,No,DSL,22,Yes,Mailed check
4049,38,Female,Month-to-month,80.33,2972.21,Yes,Fiber optic,37,Yes,Mailed check
4050,44,Female,Month-to-month,55.8,2232,No,DSL,40,Yes,Electronic check
