CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue,TenureGroup,TotalChargesPerMonth,Electronic,MonthlyCharges_Tenure,Internet_TechSupport,LogTotalCharges
4438,36,Female,One year,32.31,129.24,No,Fiber optic,4,No,Electronic check,No,32.31,129.24,New,32.31,Non-Electronic,129.24,0,4.861671140956298
4439,35,Female,One year,18.0,846.0,No,DSL,47,Yes,Electronic check,No,18.0,846.0,Long-term,18.0,Non-Electronic,846.0,0,6.740519359606223
4440,46,Female,Month-to-month,67.43,809.16,Yes,No,12,Yes,Mailed check,No,67.43,809.16,New,67.42999999999999,Non-Electronic,809.1600000000001,0,6.695996672534491
4441,23,Male,Month-to-month,45.1,1398.1,Yes,No,31,Yes,Credit card,No,45.1,1398.1,Long-term,45.099999999999994,Electronic,1398.1000000000001,0,7.242869450993779
4442,42,Female,One year,98.82,6522.12,Yes,DSL,66,No,Credit card,No,98.82,6522.12,Long-term,98.82,Electronic,6522.12,1,8.78295475544403
4443,46,Male,Month-to-month,18.0,522.0,No,DSL,29,No,Bank transfer,No,18.0,522.0,Long-term,18.0,Electronic,522.0,0,6.257667587882639
4444,48,Female,Two year,46.03,,Yes,Fiber optic,5,No,Credit card,No,46.03,230.15,New,,Electronic,230.15,1,
4445,18,Male,One year,128.45,3082.8,No,DSL,24,No,Mailed check,No,128.45,3082.8,Intermediate,128.45000000000002,Non-Electronic,3082.7999999999997,0,8.033593553903838
4446,30,Male,Month-to-month,32.11,866.97,No,No,27,Yes,Mailed check,No,32.11,866.97,Long-term,32.11,Non-Electronic,866.97,0,6.765004374105752
4447,29,Male,One year,56.72,3459.92,No,DSL,61,No,Bank transfer,No,56.72,3459.92,Long-term,56.72,Electronic,3459.92,0,8.149000746397183
4448,41,Male,Month-to-month,22.45,471.45,No,Fiber optic,21,No,Electronic check,No,22.45,471.45,Intermediate,22.45,Non-Electronic,471.45,0,6.155813051911687
4449,45,Male,Month-to-month,18.0,1206.0,Yes,DSL,67,Yes,Mailed check,No,18.0,1206.0,Long-term,18.0,Non-Electronic,1206.0,1,7.095064377287131
4450,57,Female,Two year,119.16,1668.24,Yes,DSL,14,Yes,Credit card,No,119.16,1668.24,Intermediate,119.16,Electronic,1668.24,1,7.41952445746034
4451,34,Male,Two year,70.99,1774.75,No,DSL,25,No,Credit card,No,70.99,1774.75,Long-term,70.99,Electronic,1774.7499999999998,0,7.481414846919495
4452,34,Male,Month-to-month,69.68,4320.16,No,Fiber optic,62,Yes,Electronic check,No,69.68,4320.16,Long-term,69.67999999999999,Non-Electronic,4320.160000000001,0,8.371047717589338
4453,53,Male,Month-to-month,18.0,,No,Fiber optic,17,Yes,Bank transfer,No,18.0,306.0,Intermediate,,Electronic,306.0,0,
4454,43,Male,Month-to-month,77.56,4808.72,No,No,62,Yes,Mailed check,No,77.56,4808.72,Long-term,77.56,Non-Electronic,4808.72,0,8.478186215419543
4455,55,Female,Month-to-month,105.51,6436.11,No,DSL,61,Yes,Credit card,Yes,105.51,6436.11,Long-term,105.50999999999999,Electronic,6436.110000000001,0,8.769679599327311
4456,43,Female,Month-to-month,105.23,7050.41,No,Fiber optic,67,Yes,Electronic check,Yes,105.23,7050.41,Long-term,105.23,Non-Electronic,7050.41,0,8.860841050143687
4457,26,Male,Month-to-month,88.39,4154.33,Yes,Fiber optic,47,Yes,Electronic check,No,88.39,4154.33,Long-term,88.39,Non-Electronic,4154.33,1,8.331906442782914
4458,24,Male,Month-to-month,25.47,1248.03,No,Fiber optic,49,Yes,Electronic check,No,25.47,1248.03,Long-term,25.47,Non-Electronic,1248.03,0,7.129321587101992
4459,21,Male,Month-to-month,75.96,,Yes,DSL,62,Yes,Credit card,No,75.96,4709.52,Long-term,,Electronic,4709.5199999999995,1,
4460,47,Male,Month-to-month,88.37,6009.16,No,Fiber optic,68,Yes,Electronic check,Yes,88.37,6009.16,Long-term,88.37,Non-Electronic,6009.16,0,8.70104025070602
4461,54,Female,Two year,18.0,90.0,Yes,No,5,No,Electronic check,No,18.0,90.0,New,18.0,Non-Electronic,90.0,0,4.499809670330265
4462,62,Female,One year,25.76,1468.32,No,No,57,No,Electronic check,No,25.76,1468.32,Long-term,25.759999999999998,Non-Electronic,1468.3200000000002,0,7.291874169070703
4463,50,Male,Month-to-month,96.09,4804.5,No,Fiber optic,50,Yes,Mailed check,Yes,,4804.5,Long-term,96.09,Non-Electronic,4804.5,0,8.477308257717322
4464,53,Male,Month-to-month,95.66,1052.26,Yes,DSL,11,Yes,Credit card,No,95.66,1052.26,New,95.66,Electronic,1052.26,1,6.9586955110505215
4465,33,Male,Month-to-month,18.0,828.0,No,No,46,Yes,Mailed check,No,18.0,828.0,Long-term,18.0,Non-Electronic,828.0,0,6.71901315438526
4466,26,Male,Month-to-month,92.83,742.64,No,No,8,No,Bank transfer,Yes,92.83,742.64,New,92.83,Electronic,742.64,0,6.610211405091677
4467,50,Male,Month-to-month,68.34,410.04,No,DSL,6,Yes,Electronic check,No,68.34,410.04,New,68.34,Non-Electronic,410.04,0,6.016254715915201
4468,45,Female,Two year,92.34,2585.52,Yes,No,28,No,Credit card,No,92.34,2585.52,Long-term,92.34,Electronic,2585.52,0,7.857681927254046
4469,41,Female,One year,42.79,2139.5,Yes,No,50,No,Bank transfer,No,42.79,2139.5,Long-term,42.79,Electronic,2139.5,0,7.668327435856871
4470,44,Male,One year,87.58,,No,DSL,54,No,Mailed check,No,87.58,4729.32,Long-term,,Non-Electronic,4729.32,0,
4471,43,Female,Month-to-month,94.53,5482.74,Yes,Fiber optic,58,Yes,Bank transfer,No,,5482.74,Long-term,94.53,Electronic,5482.74,1,8.609360254983713
4472,55,Female,Two year,52.7,2898.5,Yes,Fiber optic,55,No,Mailed check,No,52.7,2898.5,Long-term,52.7,Non-Electronic,2898.5,1,7.971948640779788
4473,55,Female,Two year,65.62,1378.02,Yes,Fiber optic,21,No,Credit card,No,65.62,1378.02,Intermediate,65.62,Electronic,1378.02,1,7.228402965256379
4474,46,Male,Month-to-month,42.3,719.1,Yes,DSL,17,Yes,Mailed check,No,42.3,719.1,Intermediate,42.300000000000004,Non-Electronic,719.0999999999999,1,6.578000430108449
4475,50,Female,Month-to-month,122.81,7000.17,No,DSL,57,Yes,Bank transfer,Yes,122.81,7000.17,Long-term,122.81,Electronic,7000.17,0,8.853689713456843
4476,46,Female,Month-to-month,60.79,2370.81,No,DSL,39,Yes,Mailed check,No,60.79,2370.81,Long-term,60.79,Non-Electronic,2370.81,0,7.770986947890277
4477,34,Male,Month-to-month,32.73,981.9,No,Fiber optic,30,No,Mailed check,No,32.73,981.9,Long-term,32.73,Non-Electronic,981.8999999999999,0,6.889489470175245
4478,49,Female,One year,39.95,2197.25,Yes,No,55,No,Bank transfer,No,39.95,2197.25,Long-term,39.95,Electronic,2197.25,0,7.6949618574447545
4479,23,Male,Month-to-month,69.44,2360.96,No,Fiber optic,34,Yes,Bank transfer,No,69.44,2360.96,Long-term,69.44,Electronic,2360.96,0,7.7668235949682565
4480,52,Female,Month-to-month,91.37,2284.25,No,DSL,25,Yes,Electronic check,Yes,91.37,2284.25,Long-term,91.37,Non-Electronic,2284.25,0,7.73379302187873
4481,25,Male,Month-to-month,18.25,1222.75,No,No,67,Yes,Bank transfer,No,18.25,1222.75,Long-term,18.25,Electronic,1222.75,0,7.108857699419467
4482,43,Male,Month-to-month,129.67,4279.11,Yes,DSL,33,Yes,Mailed check,No,129.67,4279.11,Long-term,129.67,Non-Electronic,4279.11,1,8.361500323027274
4483,29,Female,Two year,75.8,1137.0,No,No,15,Yes,Credit card,No,75.8,1137.0,Intermediate,75.8,Electronic,1137.0,0,7.036148493750536
4484,46,Female,Month-to-month,81.33,3334.53,No,Fiber optic,41,Yes,Credit card,Yes,81.33,3334.53,Long-term,81.33,Electronic,3334.5299999999997,0,8.112087018882992
4485,39,Male,One year,61.6,246.4,Yes,Fiber optic,4,Yes,Electronic check,No,61.6,246.4,New,61.6,Non-Electronic,246.4,1,5.506956231659364
4486,20,Male,Month-to-month,65.67,3940.2,No,Fiber optic,60,No,Mailed check,No,65.67,3940.2,Long-term,65.67,Non-Electronic,3940.2000000000003,0,8.278986762424982
4487,45,Female,Month-to-month,59.81,2571.83,No,DSL,43,Yes,Bank transfer,No,59.81,2571.83,Long-term,59.809999999999995,Electronic,2571.83,0,7.852372986750028
4488,33,Female,Month-to-month,100.62,3421.08,No,Fiber optic,34,Yes,Mailed check,Yes,100.62,3421.08,Long-term,100.62,Non-Electronic,3421.08,0,8.137711569679334
4489,50,Female,One year,64.72,0.0,No,DSL,0,No,Bank transfer,No,0.0,0.0,,0.0,Electronic,0.0,0,
4490,40,Female,Month-to-month,91.85,3857.7,No,Fiber optic,42,Yes,Bank transfer,Yes,91.85,3857.7,Long-term,91.85,Electronic,3857.7,0,8.257826429944503
4491,44,Male,Month-to-month,49.82,1544.42,No,Fiber optic,31,Yes,Bank transfer,No,49.82,1544.42,Long-term,49.82,Electronic,1544.42,0,7.342403714319181
4492,28,Male,Month-to-month,71.85,4454.7,No,Fiber optic,62,Yes,Electronic check,No,71.85,4454.7,Long-term,71.85,Non-Electronic,4454.7,0,8.401714997570126
4493,32,Male,Month-to-month,36.86,1179.52,No,No,32,No,Bank transfer,No,36.86,1179.52,Long-term,36.86,Electronic,1179.52,0,7.072862855041404
4494,34,Female,Two year,107.58,6992.7,Yes,DSL,65,Yes,Mailed check,No,107.58,6992.7,Long-term,107.58,Non-Electronic,6992.7,1,8.852622026740734
4495,50,Female,Month-to-month,35.82,1038.78,Yes,Fiber optic,29,No,Electronic check,No,35.82,1038.78,Long-term,35.82,Non-Electronic,1038.78,1,6.94580222661904
4496,60,Male,Month-to-month,53.63,482.67,No,No,9,Yes,Electronic check,No,53.63,482.67,New,53.63,Non-Electronic,482.67,0,6.179333190331053
4497,30,Male,Month-to-month,53.98,1187.56,No,DSL,22,Yes,Credit card,No,53.98,1187.56,Intermediate,53.98,Electronic,1187.56,0,7.0796560609481745
4498,52,Male,Two year,52.61,1999.18,Yes,No,38,No,Electronic check,No,52.61,1999.18,Long-term,52.61,Non-Electronic,1999.18,0,7.600492375469102
4499,18,Male,Month-to-month,90.29,3972.76,No,DSL,44,Yes,Mailed check,Yes,90.29,3972.76,Long-term,90.29,Non-Electronic,3972.76,0,8.28721634623765
4500,25,Male,One year,53.92,1509.76,No,Fiber optic,28,No,Credit card,No,53.92,1509.76,Long-term,53.92,Electronic,1509.76,0,7.319705976779256
4501,28,Male,Two year,113.79,,No,No,29,No,Bank transfer,No,113.79,3299.91,Long-term,,Electronic,3299.9100000000003,0,
4502,23,Female,Month-to-month,36.35,1199.55,Yes,No,33,No,Credit card,No,36.35,1199.55,Long-term,36.35,Electronic,1199.55,0,7.089701765446009
4503,20,Male,Month-to-month,70.93,3617.43,Yes,DSL,51,Yes,Electronic check,No,70.93,3617.43,Long-term,70.92999999999999,Non-Electronic,3617.4300000000003,1,8.193519107938322
4504,44,Male,Month-to-month,37.85,794.85,Yes,DSL,21,Yes,Bank transfer,No,37.85,794.85,Intermediate,37.85,Electronic,794.85,1,6.678153417606881
4505,37,Male,Two year,79.73,318.92,Yes,No,4,Yes,Bank transfer,No,79.73,318.92,New,79.73,Electronic,318.92,0,5.764940287634294
4506,44,Male,Month-to-month,64.44,644.4,No,No,10,Yes,Mailed check,No,64.44,644.4,New,64.44,Non-Electronic,644.4,0,6.468319651302819
4507,48,Male,Month-to-month,59.57,1846.67,Yes,Fiber optic,31,Yes,Electronic check,No,59.57,1846.67,Long-term,59.57,Non-Electronic,1846.67,1,7.521139296125742
4508,43,Male,One year,106.6,2451.8,Yes,DSL,23,No,Mailed check,No,106.6,2451.8,Intermediate,106.60000000000001,Non-Electronic,2451.7999999999997,1,7.804577727660894
4509,47,Male,Month-to-month,42.1,,No,Fiber optic,10,Yes,Electronic check,No,42.1,421.0,New,,Non-Electronic,421.0,0,
4510,39,Female,Month-to-month,85.53,855.3,No,DSL,10,Yes,Electronic check,Yes,85.53,855.3,New,85.53,Non-Electronic,855.3,0,6.751452284586736
4511,25,Male,Month-to-month,38.09,,No,No,16,Yes,Bank transfer,No,38.09,609.44,Intermediate,,Electronic,609.44,0,
4512,52,Female,Month-to-month,68.94,2137.14,Yes,Fiber optic,31,Yes,Bank transfer,No,68.94,2137.14,Long-term,68.94,Electronic,2137.14,1,7.6672237655738655
4513,32,Female,Month-to-month,23.15,601.9,No,Fiber optic,26,Yes,Credit card,No,23.15,601.9,Long-term,23.15,Electronic,601.9,0,6.400091318553725
4514,28,Female,Month-to-month,41.81,1296.11,Yes,DSL,31,Yes,Electronic check,No,41.81,1296.11,Long-term,41.809999999999995,Non-Electronic,1296.1100000000001,1,7.16712274985362
4515,37,Male,Two year,62.12,3727.2,Yes,Fiber optic,60,No,Electronic check,No,62.12,3727.2,Long-term,62.12,Non-Electronic,3727.2,1,8.223412560502586
4516,29,Male,Month-to-month,128.51,3084.24,No,Fiber optic,24,Yes,Bank transfer,Yes,128.51,3084.24,Intermediate,128.51,Electronic,3084.24,0,8.034060552666995
4517,34,Male,Two year,68.53,4317.39,Yes,Fiber optic,63,No,Electronic check,No,68.53,4317.39,Long-term,68.53,Non-Electronic,4317.39,1,8.370406331989265
4518,44,Male,One year,122.91,7743.33,Yes,No,63,No,Electronic check,No,122.91,7743.33,Long-term,122.91,Non-Electronic,7743.33,0,8.954587106618423
4519,44,Male,Month-to-month,72.71,1963.17,Yes,Fiber optic,27,Yes,Electronic check,No,72.71,1963.17,Long-term,72.71000000000001,Non-Electronic,1963.1699999999998,1,7.582315792666295
4520,29,Male,One year,51.45,2006.55,Yes,DSL,39,No,Mailed check,No,51.45,2006.55,Long-term,51.449999999999996,Non-Electronic,2006.5500000000002,1,7.604172108409705
4521,34,Male,Month-to-month,118.88,1545.44,No,Fiber optic,13,Yes,Credit card,Yes,118.88,1545.44,Intermediate,118.88000000000001,Electronic,1545.44,0,7.343063938430986
4522,52,Male,Two year,80.3,3292.3,No,Fiber optic,41,No,Credit card,No,80.3,3292.3,Long-term,80.30000000000001,Electronic,3292.2999999999997,0,8.099341687657024
4523,45,Male,Two year,42.5,1615.0,No,DSL,38,No,Electronic check,No,42.5,1615.0,Long-term,42.5,Non-Electronic,1615.0,0,7.387090235656757
4524,64,Male,Month-to-month,81.47,81.47,No,DSL,1,Yes,Electronic check,Yes,81.47,81.47,New,81.47,Non-Electronic,81.47,0,4.400234854322551
4525,54,Female,Month-to-month,54.76,0.0,No,DSL,0,Yes,Bank transfer,No,0.0,0.0,,0.0,Electronic,0.0,0,
4526,53,Male,Month-to-month,18.0,558.0,Yes,Fiber optic,31,Yes,Credit card,No,18.0,558.0,Long-term,18.0,Electronic,558.0,1,6.324358962381311
4527,23,Male,Month-to-month,97.76,6158.88,Yes,DSL,63,Yes,Credit card,No,97.76,6158.88,Long-term,97.76,Electronic,6158.88,1,8.725650221814817
4528,49,Male,Month-to-month,103.32,3099.6,No,No,30,Yes,Bank transfer,Yes,103.32,3099.6,Long-term,103.32,Electronic,3099.6,0,8.039028349889795
4529,39,Female,Month-to-month,129.33,7371.81,No,Fiber optic,57,No,Credit card,Yes,129.33,7371.81,Long-term,129.33,Electronic,7371.81,0,8.905418545261703
4530,33,Male,One year,79.78,1037.14,Yes,Fiber optic,13,No,Mailed check,No,79.78,1037.14,Intermediate,79.78,Non-Electronic,1037.14,1,6.944222203938797
4531,42,Male,Month-to-month,56.29,3827.72,No,Fiber optic,68,Yes,Bank transfer,No,56.29,3827.72,Long-term,56.29,Electronic,3827.72,0,8.250024604652042
4532,51,Female,Two year,94.22,1413.3,No,Fiber optic,15,No,Electronic check,No,94.22,1413.3,Intermediate,94.22,Non-Electronic,1413.3,0,7.253682674374105
4533,46,Male,Two year,94.74,6442.32,Yes,Fiber optic,68,No,Mailed check,No,,6442.32,Long-term,94.74,Non-Electronic,6442.32,1,8.770644002671713
4534,29,Female,Month-to-month,122.34,6484.02,No,DSL,53,Yes,Credit card,Yes,,6484.02,Long-term,122.34,Electronic,6484.02,0,8.77709596736654
4535,48,Female,Two year,63.44,761.28,No,Fiber optic,12,Yes,Electronic check,No,63.44,761.28,New,63.44,Non-Electronic,761.28,0,6.635001227114593
4536,32,Female,Month-to-month,59.2,1776.0,No,DSL,30,Yes,Credit card,No,59.2,1776.0,Long-term,59.2,Electronic,1776.0,0,7.4821189235521155
4537,42,Female,Month-to-month,39.96,2717.28,No,No,68,Yes,Credit card,No,39.96,2717.28,Long-term,39.96,Electronic,2717.28,0,7.90738665895646
4538,36,Male,One year,83.81,1676.2,Yes,DSL,20,Yes,Electronic check,No,83.81,1676.2,Intermediate,83.81,Non-Electronic,1676.2,1,7.4242846056648055
4539,37,Female,Month-to-month,18.0,522.0,No,Fiber optic,29,No,Electronic check,No,18.0,522.0,Long-term,18.0,Non-Electronic,522.0,0,6.257667587882639
4540,49,Female,Month-to-month,92.16,2027.52,No,Fiber optic,22,Yes,Mailed check,Yes,92.16,2027.52,Intermediate,92.16,Non-Electronic,2027.52,0,7.614568650305897
4541,27,Male,Two year,85.57,3166.09,Yes,DSL,37,Yes,Credit card,No,85.57,3166.09,Long-term,85.57000000000001,Electronic,3166.0899999999997,1,8.060252667074188
4542,63,Male,Two year,85.48,2393.44,No,DSL,28,No,Bank transfer,No,85.48,2393.44,Long-term,85.48,Electronic,2393.44,0,7.780486940626151
4543,18,Male,One year,69.84,2165.04,No,Fiber optic,31,No,Bank transfer,No,69.84,2165.04,Long-term,69.84,Electronic,2165.04,0,7.680194116016493
4544,32,Female,One year,118.65,7237.65,Yes,No,61,No,Bank transfer,No,118.65,7237.65,Long-term,118.64999999999999,Electronic,7237.650000000001,0,8.887051847055083
4545,44,Male,Month-to-month,95.52,4202.88,No,Fiber optic,44,Yes,Credit card,Yes,,4202.88,Long-term,95.52,Electronic,4202.88,0,8.343525283562553
4546,47,Female,Month-to-month,43.75,2100.0,No,No,48,Yes,Credit card,No,43.75,2100.0,Long-term,43.75,Electronic,2100.0,0,7.649692623711514
4547,38,Female,One year,44.38,1420.16,Yes,DSL,32,No,Electronic check,No,44.38,1420.16,Long-term,44.38,Non-Electronic,1420.16,1,7.258524820304174
4548,39,Male,Month-to-month,34.21,102.63,No,DSL,3,Yes,Mailed check,No,34.21,102.63,New,34.21,Non-Electronic,102.63,0,4.631130287657623
4549,44,Male,Month-to-month,84.29,1432.93,Yes,Fiber optic,17,Yes,Credit card,No,84.29,1432.93,Intermediate,84.29,Electronic,1432.93,1,7.267476578065607
4550,37,Male,Month-to-month,30.0,2070.0,No,DSL,69,Yes,Bank transfer,No,30.0,2070.0,Long-term,30.0,Electronic,2070.0,0,7.635303886259415
4551,56,Male,One year,102.92,6483.96,No,Fiber optic,63,Yes,Credit card,No,102.92,6483.96,Long-term,102.92,Electronic,6483.96,0,8.777086713805076
4552,50,Male,Month-to-month,111.3,3005.1,No,Fiber optic,27,No,Mailed check,Yes,111.3,3005.1,Long-term,111.3,Non-Electronic,3005.1,0,8.008066124285827
4553,50,Male,One year,34.23,1951.11,Yes,No,57,No,Credit card,No,34.23,1951.11,Long-term,34.23,Electronic,1951.11,0,7.576153720376644
4554,28,Female,Month-to-month,58.51,3218.05,No,DSL,55,Yes,Mailed check,No,58.51,3218.05,Long-term,58.510000000000005,Non-Electronic,3218.0499999999997,0,8.076530865032616
4555,39,Female,Month-to-month,65.58,1246.02,No,DSL,19,Yes,Electronic check,No,65.58,1246.02,Intermediate,65.58,Non-Electronic,1246.02,0,7.127709750582943
4556,36,Male,Month-to-month,95.94,3166.02,Yes,No,33,Yes,Mailed check,No,95.94,3166.02,Long-term,95.94,Non-Electronic,3166.02,0,8.060230557540399
4557,27,Female,Month-to-month,121.33,1091.97,No,DSL,9,No,Bank transfer,Yes,121.33,1091.97,New,121.33,Electronic,1091.97,0,6.995738683400001
4558,44,Female,Two year,18.0,378.0,Yes,Fiber optic,21,Yes,Credit card,No,18.0,378.0,Intermediate,18.0,Electronic,378.0,1,5.934894195619588
4559,33,Female,Month-to-month,53.86,215.44,No,Fiber optic,4,Yes,Credit card,No,53.86,215.44,New,53.86,Electronic,215.44,0,5.372682448503343
4560,47,Female,Month-to-month,55.69,2394.67,Yes,DSL,43,Yes,Bank transfer,No,55.69,2394.67,Long-term,55.690000000000005,Electronic,2394.67,1,7.78100071329514
4561,27,Female,Month-to-month,18.0,144.0,Yes,DSL,8,Yes,Mailed check,No,18.0,144.0,New,18.0,Non-Electronic,144.0,1,4.969813299576001
4562,60,Female,Month-to-month,48.02,2016.84,Yes,DSL,42,Yes,Credit card,No,48.02,2016.84,Long-term,48.019999999999996,Electronic,2016.8400000000001,1,7.609287209076475
4563,29,Male,Month-to-month,79.97,239.91,Yes,DSL,3,Yes,Credit card,No,79.97,239.91,New,79.97,Electronic,239.91,1,5.480263853011908
4564,42,Male,Month-to-month,55.25,2265.25,Yes,Fiber optic,41,Yes,Mailed check,No,55.25,2265.25,Long-term,55.25,Non-Electronic,2265.25,1,7.72544040710217
4565,49,Male,Two year,18.0,1152.0,Yes,DSL,64,Yes,Mailed check,No,18.0,1152.0,Long-term,18.0,Non-Electronic,1152.0,1,7.049254841255837
4566,33,Female,One year,150.0,6000.0,Yes,DSL,40,No,Mailed check,No,150.0,6000.0,Long-term,150.0,Non-Electronic,6000.0,1,8.699514748210191
4567,50,Male,Month-to-month,74.32,4682.16,No,Fiber optic,63,No,Credit card,No,74.32,4682.16,Long-term,74.32,Electronic,4682.16,0,8.451514820897115
4568,25,Male,Month-to-month,68.91,3721.14,Yes,No,54,Yes,Bank transfer,No,68.91,3721.14,Long-term,68.91,Electronic,3721.14,0,8.221785351933391
4569,57,Male,Month-to-month,26.57,451.69,No,No,17,Yes,Bank transfer,No,26.57,451.69,Intermediate,26.57,Electronic,451.69,0,6.112996103827938
4570,40,Female,Month-to-month,74.12,,No,No,15,No,Electronic check,No,74.12,1111.8,Intermediate,,Non-Electronic,1111.8000000000002,0,
4571,32,Male,One year,59.25,2666.25,Yes,Fiber optic,45,Yes,Mailed check,No,59.25,2666.25,Long-term,59.25,Non-Electronic,2666.25,1,7.88842826978556
4572,36,Female,Two year,18.0,630.0,Yes,DSL,35,No,Bank transfer,No,18.0,630.0,Long-term,18.0,Electronic,630.0,1,6.4457198193855785
4573,49,Male,Month-to-month,27.54,1790.1,No,Fiber optic,65,Yes,Mailed check,No,,1790.1,Long-term,27.54,Non-Electronic,1790.1,0,7.490026763196146
4574,32,Male,Two year,92.82,3991.26,Yes,DSL,43,No,Credit card,No,92.82,3991.26,Long-term,92.82000000000001,Electronic,3991.2599999999998,1,8.291862249506591
4575,31,Male,Month-to-month,133.04,532.16,No,Fiber optic,4,Yes,Bank transfer,Yes,133.04,532.16,New,133.04,Electronic,532.16,0,6.276944196004563
4576,37,Female,Month-to-month,77.85,2179.8,Yes,DSL,28,Yes,Credit card,No,77.85,2179.8,Long-term,77.85000000000001,Electronic,2179.7999999999997,1,7.686988408455211
4577,25,Female,Month-to-month,103.61,310.83,Yes,Fiber optic,3,Yes,Electronic check,No,103.61,310.83,New,103.61,Non-Electronic,310.83,1,5.73924613893177
4578,61,Female,Month-to-month,59.55,2858.4,No,DSL,48,No,Bank transfer,No,59.55,2858.4,Long-term,59.550000000000004,Electronic,2858.3999999999996,0,7.9580173067092
4579,33,Female,Two year,61.97,4399.87,Yes,DSL,71,No,Bank transfer,No,61.97,4399.87,Long-term,61.97,Electronic,4399.87,1,8.389330274015332
4580,49,Female,Month-to-month,103.18,722.26,No,Fiber optic,7,Yes,Electronic check,Yes,103.18,722.26,New,103.17999999999999,Non-Electronic,722.26,0,6.582385184871817
4581,42,Male,Month-to-month,123.2,6283.2,No,Fiber optic,51,Yes,Mailed check,Yes,123.2,6283.2,Long-term,123.2,Non-Electronic,6283.2,0,8.745634683823745
4582,28,Male,Two year,110.54,7516.72,Yes,DSL,68,Yes,Bank transfer,No,110.54,7516.72,Long-term,110.54,Electronic,7516.72,1,8.924885151581224
4583,39,Female,Two year,27.68,553.6,Yes,No,20,Yes,Electronic check,No,27.68,553.6,Intermediate,27.68,Non-Electronic,553.6,0,6.3164424043034595
4584,49,Female,One year,62.66,1629.16,Yes,DSL,26,Yes,Credit card,No,62.66,1629.16,Long-term,62.660000000000004,Electronic,1629.1599999999999,1,7.395819823545528
4585,37,Male,Two year,74.71,2764.27,Yes,No,37,No,Electronic check,No,74.71,2764.27,Long-term,74.71,Non-Electronic,2764.27,0,7.924531864631934
4586,54,Female,Month-to-month,55.91,223.64,Yes,Fiber optic,4,Yes,Credit card,No,,223.64,New,55.91,Electronic,223.64,1,5.410037616158444
4587,52,Male,Two year,78.58,4714.8,Yes,Fiber optic,60,No,Electronic check,No,78.58,4714.8,Long-term,78.58,Non-Electronic,4714.8,1,8.458461776352415
4588,51,Female,One year,93.72,656.04,No,No,7,Yes,Bank transfer,No,93.72,656.04,New,93.72,Electronic,656.04,0,6.486221762694909
4589,34,Male,Two year,100.1,1701.7,Yes,No,17,No,Mailed check,No,100.1,1701.7,Intermediate,100.10000000000001,Non-Electronic,1701.6999999999998,0,7.439383030377391
4590,27,Female,One year,124.01,372.03,Yes,DSL,3,No,Bank transfer,No,124.01,372.03,New,124.00999999999999,Electronic,372.03000000000003,1,5.91897449618279
4591,32,Female,Month-to-month,53.47,160.41,No,DSL,3,Yes,Bank transfer,No,53.47,160.41,New,53.47,Electronic,160.41,0,5.07773303762875
4592,42,Male,One year,18.0,648.0,No,DSL,36,Yes,Credit card,No,18.0,648.0,Long-term,18.0,Electronic,648.0,0,6.473890696352274
4593,46,Male,Month-to-month,77.54,1085.56,Yes,Fiber optic,14,No,Bank transfer,No,77.54,1085.56,Intermediate,77.53999999999999,Electronic,1085.5600000000002,1,6.989851261858042
4594,18,Female,Month-to-month,130.93,4844.41,Yes,Fiber optic,37,Yes,Electronic check,No,130.93,4844.41,Long-term,130.93,Non-Electronic,4844.41,1,8.485580741883886
4595,39,Female,Month-to-month,48.31,1256.06,No,Fiber optic,26,Yes,Mailed check,No,48.31,1256.06,Long-term,48.309999999999995,Non-Electronic,1256.06,0,7.135735116587798
4596,41,Male,Two year,89.04,4184.88,No,DSL,47,No,Bank transfer,No,89.04,4184.88,Long-term,89.04,Electronic,4184.88,0,8.339233308677349
4597,36,Female,Month-to-month,89.35,4020.75,No,Fiber optic,45,Yes,Mailed check,Yes,89.35,4020.75,Long-term,89.35,Non-Electronic,4020.7499999999995,0,8.299223731375756
4598,55,Male,Month-to-month,71.7,3226.5,Yes,Fiber optic,45,Yes,Credit card,No,71.7,3226.5,Long-term,71.7,Electronic,3226.5,1,8.079153237375895
4599,45,Male,Month-to-month,65.24,3066.28,No,Fiber optic,47,Yes,Bank transfer,No,65.24,3066.28,Long-term,65.24000000000001,Electronic,3066.2799999999997,0,8.028220379462871
4600,55,Female,Two year,32.68,1895.44,Yes,Fiber optic,58,No,Mailed check,No,,1895.44,Long-term,32.68,Non-Electronic,1895.44,1,7.547206280538221
4601,37,Male,Month-to-month,18.0,54.0,No,Fiber optic,3,Yes,Electronic check,No,18.0,54.0,New,18.0,Non-Electronic,54.0,0,3.9889840465642745
4602,51,Male,One year,26.09,469.62,Yes,Fiber optic,18,Yes,Mailed check,No,26.09,469.62,Intermediate,26.09,Non-Electronic,469.62,1,6.151923857044801
4603,59,Female,Two year,51.34,2875.04,No,No,56,No,Electronic check,No,51.34,2875.04,Long-term,51.339999999999996,Non-Electronic,2875.04,0,7.963821866178144
